,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
50392,80,103610519,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.58244611,0.173727534,6094736.4120000005,12900000.0,51300000,72,104000000,7400742.571,13900000.0,51300000,347,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,496,100,0.144772945,0.028954589,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3706092.0,5240410.782,7411622,562,19200000.0,18800000.0,51300000,5931883,DoS slowloris
28934,80,106022132,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.329702255,0.084887936,13300000.0,35100000.0,100000000,2,106000000,26500000.0,49100000.0,100000000,2,106000000,35300000.0,56100000.0,100000000,564,0,0,0,0,168,136,0.047159965,0.037727972,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,332.5,400.92954489999994,616,49,53000000.0,66500000.0,100000000,6021886,DoS slowloris
69055,80,20681687,2,1,8,0,8,0,4.0,5.656854248999999,0,0,0.0,0.0,0.38681564,0.145055865,10300000.0,14600000.0,20700000,42,20700000,20700000.0,0.0,20700000,20700000,0,0.0,0.0,0,0,1,0,0,0,64,32,0.09670391,0.048351955,0,8,4.0,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,5.333333333,4.0,0.0,64,0,0,0,0,0,0,2,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
38158,80,99999852,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160000237,0.040000059,33300000.0,57700000.0,100000000,54,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.02000003,0.02000003,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,54.0,0.0,54,54,100000000.0,0.0,100000000,100000000,DoS slowloris
31546,80,3000463,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.99984569,1500231.5,712402.3039,2003976,996487,3000463,1500231.5,712402.3039,2003976,996487,0,0.0,0.0,0,0,0,0,0,0,120,0,0.99984569,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
36874,80,3001819,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999394034,1500909.5,711475.9940000001,2003999,997820,3001819,1500909.5,711475.9940000001,2003999,997820,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999394034,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
49833,80,103667885,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.56884309,0.1736314,6098110.882,12900000.0,51300000,73,104000000,7404842.857000001,13900000.0,51300000,458,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,496,100,0.14469283300000002,0.028938567000000002,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3706772.5,5241387.296,7412993,552,19300000.0,18800000.0,51300000,5835281,DoS slowloris
68553,80,3003114,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9989630759999999,1501557.0,710875.6603,2004222,998892,3003114,1501557.0,710875.6603,2004222,998892,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9989630759999999,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
54935,80,3002206,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999265207,1501103.0,711482.3579,2004197,998009,3002206,1501103.0,711482.3579,2004197,998009,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999265207,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
60523,80,3002861,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9990472420000001,1501430.5,710949.9065,2004148,998713,3002861,1501430.5,710949.9065,2004148,998713,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9990472420000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
